journal,impact,Access,note,article,downloads
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25801,728
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",7428,719
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25261,701
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",7230,694
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25810,683
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25890,655
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26366,650
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25759,637
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26203,630
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24176,629
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25164,626
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25623,622
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26164,620
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",9972,602
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",8045,601
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25498,596
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",4731,595
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26220,594
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",8758,575
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25936,572
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25978,555
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24204,532
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26579,526
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",4034,503
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26398,499
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",7904,493
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",2804,484
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26505,482
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26618,479
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25292,477
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25941,476
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26394,475
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26371,473
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26160,473
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",38738,469
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25510,469
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25361,463
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",8296,462
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",27481,462
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",10436,461
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26415,460
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24648,458
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25751,453
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24845,445
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",8272,438
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24207,430
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26499,429
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",27519,427
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25893,426
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25823,416
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26514,405
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",8104,405
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25840,402
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25763,401
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26320,399
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25668,392
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24575,389
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25845,387
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25552,378
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26039,378
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",27475,376
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",4821,375
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25026,374
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24572,370
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24814,370
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26121,370
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24220,368
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25067,366
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25538,365
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24825,365
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26573,363
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25256,360
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24809,358
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",4452,344
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",5423,341
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",28492,340
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",23940,337
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24808,326
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",5308,316
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24321,309
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24920,307
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24187,307
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24510,299
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25282,289
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",32667,288
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25455,287
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",8533,280
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26043,276
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",8362,274
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25464,255
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",28003,255
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",10317,251
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24797,245
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25777,233
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",9797,230
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26004,224
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",6482,218
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",10588,215
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",29681,215
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25532,214
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",8988,214
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24637,207
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",10152,205
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25069,202
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",7349,199
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25399,197
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24775,189
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",498,186
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24777,180
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",26344,167
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",24649,148
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",25176,143
molecular biology and evolution,10.217,Hybrid or closed access,"""hybrid""",28062,135
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23188,3900
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22976,3425
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22763,1287
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,16138,1180
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23203,1163
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,28715,1090
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23120,805
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23152,790
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22639,776
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22282,772
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,21905,769
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23110,731
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22573,718
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22884,684
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22789,681
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23039,645
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23052,642
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,17560,634
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23167,616
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23130,605
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,11172,602
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23215,566
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,31015,559
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23076,554
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22671,547
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22170,543
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23153,538
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,30692,531
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22608,529
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23155,507
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23096,487
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23119,435
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22923,435
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,16368,435
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,29194,435
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22909,416
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23164,413
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,29186,406
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,17342,405
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22786,402
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23182,387
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,30530,377
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22190,372
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,31077,366
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23132,354
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23174,336
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22924,326
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22611,319
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22964,316
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,30996,314
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23002,297
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22676,291
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22377,287
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22869,270
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23097,270
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23117,269
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,600,266
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,30579,265
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23009,261
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22916,258
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,1385,257
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22781,251
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23190,249
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22634,247
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,16211,244
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,21352,243
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,11315,236
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22894,230
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22882,218
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22652,213
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22805,212
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22849,211
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,11313,210
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,6835,206
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22845,201
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22824,196
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22127,189
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22887,180
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22077,175
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,23099,175
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22928,159
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22847,135
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22871,130
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,29082,125
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,27004,120
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22534,117
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22217,90
molecular biology of the cell,3.512,Hybrid or closed access,after 2 months,22150,63
nature communications,12.353,Immediately open access,NA,8249,10880
nature communications,12.353,Immediately open access,NA,9237,9708
nature communications,12.353,Immediately open access,NA,10599,4983
nature communications,12.353,Immediately open access,NA,30975,4807
nature communications,12.353,Immediately open access,NA,7851,4551
nature communications,12.353,Immediately open access,NA,7710,4242
nature communications,12.353,Immediately open access,NA,16054,4067
nature communications,12.353,Immediately open access,NA,4274,4057
nature communications,12.353,Immediately open access,NA,7149,4049
nature communications,12.353,Immediately open access,NA,30260,3844
nature communications,12.353,Immediately open access,NA,3603,3740
nature communications,12.353,Immediately open access,NA,3719,3728
nature communications,12.353,Immediately open access,NA,7756,3718
nature communications,12.353,Immediately open access,NA,9325,3637
nature communications,12.353,Immediately open access,NA,4520,3542
nature communications,12.353,Immediately open access,NA,8640,3335
nature communications,12.353,Immediately open access,NA,3906,3258
nature communications,12.353,Immediately open access,NA,18232,3154
nature communications,12.353,Immediately open access,NA,3579,3116
nature communications,12.353,Immediately open access,NA,9740,3055
nature communications,12.353,Immediately open access,NA,8660,3032
nature communications,12.353,Immediately open access,NA,7395,3000
nature communications,12.353,Immediately open access,NA,22978,2931
nature communications,12.353,Immediately open access,NA,28609,2864
nature communications,12.353,Immediately open access,NA,9770,2618
nature communications,12.353,Immediately open access,NA,3011,2539
nature communications,12.353,Immediately open access,NA,5135,2536
nature communications,12.353,Immediately open access,NA,9882,2379
nature communications,12.353,Immediately open access,NA,3599,2355
nature communications,12.353,Immediately open access,NA,29917,2321
nature communications,12.353,Immediately open access,NA,4405,2263
nature communications,12.353,Immediately open access,NA,8450,2232
nature communications,12.353,Immediately open access,NA,7826,2196
nature communications,12.353,Immediately open access,NA,2026,2150
nature communications,12.353,Immediately open access,NA,9800,2077
nature communications,12.353,Immediately open access,NA,18141,2057
nature communications,12.353,Immediately open access,NA,14190,2054
nature communications,12.353,Immediately open access,NA,11346,1998
nature communications,12.353,Immediately open access,NA,10721,1982
nature communications,12.353,Immediately open access,NA,7701,1966
nature communications,12.353,Immediately open access,NA,10509,1951
nature communications,12.353,Immediately open access,NA,1681,1942
nature communications,12.353,Immediately open access,NA,15739,1907
nature communications,12.353,Immediately open access,NA,25343,1897
nature communications,12.353,Immediately open access,NA,7900,1890
nature communications,12.353,Immediately open access,NA,10147,1864
nature communications,12.353,Immediately open access,NA,4671,1852
nature communications,12.353,Immediately open access,NA,7289,1826
nature communications,12.353,Immediately open access,NA,7913,1817
nature communications,12.353,Immediately open access,NA,8442,1817
nature communications,12.353,Immediately open access,NA,19265,1807
nature communications,12.353,Immediately open access,NA,4565,1805
nature communications,12.353,Immediately open access,NA,2914,1792
nature communications,12.353,Immediately open access,NA,9975,1773
nature communications,12.353,Immediately open access,NA,4596,1686
nature communications,12.353,Immediately open access,NA,11130,1672
nature communications,12.353,Immediately open access,NA,5229,1661
nature communications,12.353,Immediately open access,NA,4242,1657
nature communications,12.353,Immediately open access,NA,7602,1648
nature communications,12.353,Immediately open access,NA,30722,1647
nature communications,12.353,Immediately open access,NA,10486,1635
nature communications,12.353,Immediately open access,NA,14670,1631
nature communications,12.353,Immediately open access,NA,7429,1630
nature communications,12.353,Immediately open access,NA,3167,1629
nature communications,12.353,Immediately open access,NA,21003,1627
nature communications,12.353,Immediately open access,NA,6831,1622
nature communications,12.353,Immediately open access,NA,3971,1594
nature communications,12.353,Immediately open access,NA,7068,1584
nature communications,12.353,Immediately open access,NA,21770,1567
nature communications,12.353,Immediately open access,NA,7646,1561
nature communications,12.353,Immediately open access,NA,10223,1556
nature communications,12.353,Immediately open access,NA,2027,1554
nature communications,12.353,Immediately open access,NA,28930,1526
nature communications,12.353,Immediately open access,NA,9809,1477
nature communications,12.353,Immediately open access,NA,8231,1476
nature communications,12.353,Immediately open access,NA,6295,1465
nature communications,12.353,Immediately open access,NA,19942,1416
nature communications,12.353,Immediately open access,NA,10544,1413
nature communications,12.353,Immediately open access,NA,1933,1404
nature communications,12.353,Immediately open access,NA,9120,1398
nature communications,12.353,Immediately open access,NA,10367,1376
nature communications,12.353,Immediately open access,NA,14150,1374
nature communications,12.353,Immediately open access,NA,16426,1366
nature communications,12.353,Immediately open access,NA,31086,1337
nature communications,12.353,Immediately open access,NA,7357,1305
nature communications,12.353,Immediately open access,NA,5530,1284
nature communications,12.353,Immediately open access,NA,21811,1271
nature communications,12.353,Immediately open access,NA,28744,1248
nature communications,12.353,Immediately open access,NA,14791,1247
nature communications,12.353,Immediately open access,NA,5352,1238
nature communications,12.353,Immediately open access,NA,24094,1234
nature communications,12.353,Immediately open access,NA,18251,1213
nature communications,12.353,Immediately open access,NA,22806,1205
nature communications,12.353,Immediately open access,NA,1663,1203
nature communications,12.353,Immediately open access,NA,20910,1196
nature communications,12.353,Immediately open access,NA,3089,1195
nature communications,12.353,Immediately open access,NA,22809,1195
nature communications,12.353,Immediately open access,NA,21931,1189
nature communications,12.353,Immediately open access,NA,22209,1170
nature communications,12.353,Immediately open access,NA,13871,1162
nature communications,12.353,Immediately open access,NA,27489,1155
nature communications,12.353,Immediately open access,NA,23191,1141
nature communications,12.353,Immediately open access,NA,14906,1137
nature communications,12.353,Immediately open access,NA,15053,1135
nature communications,12.353,Immediately open access,NA,21745,1130
nature communications,12.353,Immediately open access,NA,22782,1118
nature communications,12.353,Immediately open access,NA,14562,1116
nature communications,12.353,Immediately open access,NA,10562,1111
nature communications,12.353,Immediately open access,NA,4962,1110
nature communications,12.353,Immediately open access,NA,10279,1104
nature communications,12.353,Immediately open access,NA,18515,1103
nature communications,12.353,Immediately open access,NA,28071,1093
nature communications,12.353,Immediately open access,NA,23065,1090
nature communications,12.353,Immediately open access,NA,8147,1082
nature communications,12.353,Immediately open access,NA,21511,1075
nature communications,12.353,Immediately open access,NA,18915,1066
nature communications,12.353,Immediately open access,NA,22687,1060
nature communications,12.353,Immediately open access,NA,15076,1057
nature communications,12.353,Immediately open access,NA,8495,1054
nature communications,12.353,Immediately open access,NA,8766,1053
nature communications,12.353,Immediately open access,NA,30624,1043
nature communications,12.353,Immediately open access,NA,8199,1043
nature communications,12.353,Immediately open access,NA,3725,1037
nature communications,12.353,Immediately open access,NA,15255,1031
nature communications,12.353,Immediately open access,NA,29985,1027
nature communications,12.353,Immediately open access,NA,29551,1018
nature communications,12.353,Immediately open access,NA,5892,1018
nature communications,12.353,Immediately open access,NA,6898,1015
nature communications,12.353,Immediately open access,NA,9393,1014
nature communications,12.353,Immediately open access,NA,1651,988
nature communications,12.353,Immediately open access,NA,29957,975
nature communications,12.353,Immediately open access,NA,16214,963
nature communications,12.353,Immediately open access,NA,23074,953
nature communications,12.353,Immediately open access,NA,27127,952
nature communications,12.353,Immediately open access,NA,15415,928
nature communications,12.353,Immediately open access,NA,23612,926
nature communications,12.353,Immediately open access,NA,14058,925
nature communications,12.353,Immediately open access,NA,26002,922
nature communications,12.353,Immediately open access,NA,6449,915
nature communications,12.353,Immediately open access,NA,30867,913
nature communications,12.353,Immediately open access,NA,10026,912
nature communications,12.353,Immediately open access,NA,3966,907
nature communications,12.353,Immediately open access,NA,30371,903
nature communications,12.353,Immediately open access,NA,14556,897
nature communications,12.353,Immediately open access,NA,17285,894
nature communications,12.353,Immediately open access,NA,29002,891
nature communications,12.353,Immediately open access,NA,21663,884
nature communications,12.353,Immediately open access,NA,6754,883
nature communications,12.353,Immediately open access,NA,22679,880
nature communications,12.353,Immediately open access,NA,10432,878
nature communications,12.353,Immediately open access,NA,28858,877
nature communications,12.353,Immediately open access,NA,6088,865
nature communications,12.353,Immediately open access,NA,25911,864
nature communications,12.353,Immediately open access,NA,6892,863
nature communications,12.353,Immediately open access,NA,28897,863
nature communications,12.353,Immediately open access,NA,7968,859
nature communications,12.353,Immediately open access,NA,7961,858
nature communications,12.353,Immediately open access,NA,6084,857
nature communications,12.353,Immediately open access,NA,11462,852
nature communications,12.353,Immediately open access,NA,14151,849
nature communications,12.353,Immediately open access,NA,30483,844
nature communications,12.353,Immediately open access,NA,23378,844
nature communications,12.353,Immediately open access,NA,6313,842
nature communications,12.353,Immediately open access,NA,5658,838
nature communications,12.353,Immediately open access,NA,10058,828
nature communications,12.353,Immediately open access,NA,26589,828
nature communications,12.353,Immediately open access,NA,30914,824
nature communications,12.353,Immediately open access,NA,22678,823
nature communications,12.353,Immediately open access,NA,7156,821
nature communications,12.353,Immediately open access,NA,15280,816
nature communications,12.353,Immediately open access,NA,23047,802
nature communications,12.353,Immediately open access,NA,17558,787
nature communications,12.353,Immediately open access,NA,29000,787
nature communications,12.353,Immediately open access,NA,27306,780
nature communications,12.353,Immediately open access,NA,4441,780
nature communications,12.353,Immediately open access,NA,12736,777
nature communications,12.353,Immediately open access,NA,6319,776
nature communications,12.353,Immediately open access,NA,15423,774
nature communications,12.353,Immediately open access,NA,4875,772
nature communications,12.353,Immediately open access,NA,16504,771
nature communications,12.353,Immediately open access,NA,4459,764
nature communications,12.353,Immediately open access,NA,10553,763
nature communications,12.353,Immediately open access,NA,4600,762
nature communications,12.353,Immediately open access,NA,22135,756
nature communications,12.353,Immediately open access,NA,30755,751
nature communications,12.353,Immediately open access,NA,22990,749
nature communications,12.353,Immediately open access,NA,16498,740
nature communications,12.353,Immediately open access,NA,27921,732
nature communications,12.353,Immediately open access,NA,16497,731
nature communications,12.353,Immediately open access,NA,13965,728
nature communications,12.353,Immediately open access,NA,23580,717
nature communications,12.353,Immediately open access,NA,2003,717
nature communications,12.353,Immediately open access,NA,16167,715
nature communications,12.353,Immediately open access,NA,22387,712
nature communications,12.353,Immediately open access,NA,22745,708
nature communications,12.353,Immediately open access,NA,7635,700
nature communications,12.353,Immediately open access,NA,17029,699
nature communications,12.353,Immediately open access,NA,18165,697
nature communications,12.353,Immediately open access,NA,15815,696
nature communications,12.353,Immediately open access,NA,18024,691
nature communications,12.353,Immediately open access,NA,7246,688
nature communications,12.353,Immediately open access,NA,7512,685
nature communications,12.353,Immediately open access,NA,2989,677
nature communications,12.353,Immediately open access,NA,30922,670
nature communications,12.353,Immediately open access,NA,35009,665
nature communications,12.353,Immediately open access,NA,6880,663
nature communications,12.353,Immediately open access,NA,28912,659
nature communications,12.353,Immediately open access,NA,13973,648
nature communications,12.353,Immediately open access,NA,18260,645
nature communications,12.353,Immediately open access,NA,7024,641
nature communications,12.353,Immediately open access,NA,15694,627
nature communications,12.353,Immediately open access,NA,8194,622
nature communications,12.353,Immediately open access,NA,15664,620
nature communications,12.353,Immediately open access,NA,15879,619
nature communications,12.353,Immediately open access,NA,19606,617
nature communications,12.353,Immediately open access,NA,6085,613
nature communications,12.353,Immediately open access,NA,14653,610
nature communications,12.353,Immediately open access,NA,15421,608
nature communications,12.353,Immediately open access,NA,28916,607
nature communications,12.353,Immediately open access,NA,7175,603
nature communications,12.353,Immediately open access,NA,17404,603
nature communications,12.353,Immediately open access,NA,14084,602
nature communications,12.353,Immediately open access,NA,12899,601
nature communications,12.353,Immediately open access,NA,22413,597
nature communications,12.353,Immediately open access,NA,4716,589
nature communications,12.353,Immediately open access,NA,4996,588
nature communications,12.353,Immediately open access,NA,15706,587
nature communications,12.353,Immediately open access,NA,21596,587
nature communications,12.353,Immediately open access,NA,15302,587
nature communications,12.353,Immediately open access,NA,25049,586
nature communications,12.353,Immediately open access,NA,28943,578
nature communications,12.353,Immediately open access,NA,12578,578
nature communications,12.353,Immediately open access,NA,15838,576
nature communications,12.353,Immediately open access,NA,7217,573
nature communications,12.353,Immediately open access,NA,15442,573
nature communications,12.353,Immediately open access,NA,19945,572
nature communications,12.353,Immediately open access,NA,11010,570
nature communications,12.353,Immediately open access,NA,7259,568
nature communications,12.353,Immediately open access,NA,8376,566
nature communications,12.353,Immediately open access,NA,13678,566
nature communications,12.353,Immediately open access,NA,22728,566
nature communications,12.353,Immediately open access,NA,8018,563
nature communications,12.353,Immediately open access,NA,13995,559
nature communications,12.353,Immediately open access,NA,27153,559
nature communications,12.353,Immediately open access,NA,6272,559
nature communications,12.353,Immediately open access,NA,29437,557
nature communications,12.353,Immediately open access,NA,22592,553
nature communications,12.353,Immediately open access,NA,9839,552
nature communications,12.353,Immediately open access,NA,8582,551
nature communications,12.353,Immediately open access,NA,7724,549
nature communications,12.353,Immediately open access,NA,28999,548
nature communications,12.353,Immediately open access,NA,21484,548
nature communications,12.353,Immediately open access,NA,12803,547
nature communications,12.353,Immediately open access,NA,29482,546
nature communications,12.353,Immediately open access,NA,19504,543
nature communications,12.353,Immediately open access,NA,30297,542
nature communications,12.353,Immediately open access,NA,14551,540
nature communications,12.353,Immediately open access,NA,15097,539
nature communications,12.353,Immediately open access,NA,7285,536
nature communications,12.353,Immediately open access,NA,4273,535
nature communications,12.353,Immediately open access,NA,9468,534
nature communications,12.353,Immediately open access,NA,1548,532
nature communications,12.353,Immediately open access,NA,12013,532
nature communications,12.353,Immediately open access,NA,14046,528
nature communications,12.353,Immediately open access,NA,20005,527
nature communications,12.353,Immediately open access,NA,7663,527
nature communications,12.353,Immediately open access,NA,14756,525
nature communications,12.353,Immediately open access,NA,16571,524
nature communications,12.353,Immediately open access,NA,25655,517
nature communications,12.353,Immediately open access,NA,25490,516
nature communications,12.353,Immediately open access,NA,6146,516
nature communications,12.353,Immediately open access,NA,14800,516
nature communications,12.353,Immediately open access,NA,22686,515
nature communications,12.353,Immediately open access,NA,8324,511
